0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.28	0.00	0.00	10.00	0.00	0.00	1.00	0.00	0.00
0.56	0.00	0.00	20.00	0.00	0.00	2.00	0.00	0.00
0.83	0.00	0.00	30.00	0.00	0.00	3.00	0.00	0.00
1.11	0.00	0.00	40.00	0.00	0.00	4.00	0.00	0.00
1.39	0.00	0.00	50.00	0.00	0.00	5.00	0.00	0.00
1.67	0.00	0.00	60.00	0.00	0.00	6.00	0.00	0.00
1.94	0.00	0.00	70.00	0.00	0.00	7.00	0.00	0.00
2.22	0.00	0.00	80.00	0.00	0.00	8.00	0.00	0.00
2.50	0.00	0.00	90.00	0.00	0.00	9.00	0.00	0.00
2.78	0.00	0.00	100.00	0.00	0.00	10.00	0.00	0.00
3.06	0.00	0.00	110.00	0.00	0.00	11.00	0.00	0.00
3.33	0.00	0.00	120.00	0.00	0.00	12.00	0.00	0.00
3.61	0.00	0.00	130.00	0.00	0.00	13.00	0.00	0.00
3.89	0.00	0.00	140.00	0.00	0.00	14.00	0.00	0.00
4.17	0.00	0.00	150.00	0.00	0.00	15.00	0.00	0.00
4.44	0.00	0.00	160.00	0.00	0.00	16.00	0.00	0.00
4.72	0.00	0.00	170.00	0.00	0.00	17.00	0.00	0.00
5.00	0.00	0.00	180.00	0.00	0.00	18.00	0.00	0.00
5.28	0.00	0.00	190.00	0.00	0.00	19.00	0.00	0.00
5.56	0.00	0.00	200.00	0.00	0.00	20.00	0.00	0.00
5.83	0.00	0.00	210.00	0.00	0.00	21.00	0.00	0.00
6.11	0.00	0.00	220.00	0.00	0.00	22.00	0.00	0.00
6.39	0.00	0.00	230.00	0.00	0.00	23.00	0.00	0.00
6.67	0.00	0.00	240.00	0.00	0.00	24.00	0.00	0.00
6.94	0.00	0.00	250.00	0.00	0.00	25.00	0.00	0.00
7.22	0.00	0.00	260.00	0.00	0.00	26.00	0.00	0.00
7.50	0.00	0.00	270.00	0.00	0.00	27.00	0.00	0.00
7.78	0.00	0.00	280.00	0.00	0.00	28.00	0.00	0.00
8.06	0.00	0.00	290.00	0.00	0.00	29.00	0.00	0.00
8.33	0.00	0.00	300.00	0.00	0.00	30.00	0.00	0.00
8.61	0.00	0.00	310.00	0.00	0.00	31.00	0.00	0.00
8.89	0.00	0.00	320.00	0.00	0.00	32.00	0.00	0.00
9.17	0.00	0.00	330.00	0.00	0.00	33.00	0.00	0.00
9.44	0.00	0.00	340.00	0.00	0.00	34.00	0.00	0.00
9.72	0.00	0.00	350.00	0.00	0.00	35.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	35.00	0.00	0.00
0.00	0.28	0.00	0.00	10.00	0.00	35.00	1.00	0.00
0.00	0.56	0.00	0.00	20.00	0.00	35.00	2.00	0.00
0.00	0.83	0.00	0.00	30.00	0.00	35.00	3.00	0.00
0.00	1.11	0.00	0.00	40.00	0.00	35.00	4.00	0.00
0.00	1.39	0.00	0.00	50.00	0.00	35.00	5.00	0.00
0.00	1.67	0.00	0.00	60.00	0.00	35.00	6.00	0.00
0.00	1.94	0.00	0.00	70.00	0.00	35.00	7.00	0.00
0.00	2.22	0.00	0.00	80.00	0.00	35.00	8.00	0.00
0.00	2.50	0.00	0.00	90.00	0.00	35.00	9.00	0.00
0.00	2.78	0.00	0.00	100.00	0.00	35.00	10.00	0.00
0.00	3.06	0.00	0.00	110.00	0.00	35.00	11.00	0.00
0.00	3.33	0.00	0.00	120.00	0.00	35.00	12.00	0.00
0.00	3.61	0.00	0.00	130.00	0.00	35.00	13.00	0.00
0.00	3.89	0.00	0.00	140.00	0.00	35.00	14.00	0.00
0.00	4.17	0.00	0.00	150.00	0.00	35.00	15.00	0.00
0.00	4.44	0.00	0.00	160.00	0.00	35.00	16.00	0.00
0.00	4.72	0.00	0.00	170.00	0.00	35.00	17.00	0.00
0.00	5.00	0.00	0.00	180.00	0.00	35.00	18.00	0.00
0.00	5.28	0.00	0.00	190.00	0.00	35.00	19.00	0.00
0.00	5.56	0.00	0.00	200.00	0.00	35.00	20.00	0.00
0.00	5.83	0.00	0.00	210.00	0.00	35.00	21.00	0.00
0.00	6.11	0.00	0.00	220.00	0.00	35.00	22.00	0.00
0.00	6.39	0.00	0.00	230.00	0.00	35.00	23.00	0.00
0.00	6.67	0.00	0.00	240.00	0.00	35.00	24.00	0.00
0.00	6.94	0.00	0.00	250.00	0.00	35.00	25.00	0.00
0.00	7.22	0.00	0.00	260.00	0.00	35.00	26.00	0.00
0.00	7.50	0.00	0.00	270.00	0.00	35.00	27.00	0.00
0.00	7.78	0.00	0.00	280.00	0.00	35.00	28.00	0.00
0.00	8.06	0.00	0.00	290.00	0.00	35.00	29.00	0.00
0.00	8.33	0.00	0.00	300.00	0.00	35.00	30.00	0.00
0.00	8.61	0.00	0.00	310.00	0.00	35.00	31.00	0.00
0.00	8.89	0.00	0.00	320.00	0.00	35.00	32.00	0.00
0.00	9.17	0.00	0.00	330.00	0.00	35.00	33.00	0.00
0.00	9.44	0.00	0.00	340.00	0.00	35.00	34.00	0.00
0.00	9.72	0.00	0.00	350.00	0.00	35.00	35.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	35.00	35.00	0.00
0.00	0.00	0.28	0.00	0.00	10.00	35.00	35.00	1.00
0.00	0.00	0.56	0.00	0.00	20.00	35.00	35.00	2.00
0.00	0.00	0.83	0.00	0.00	30.00	35.00	35.00	3.00
0.00	0.00	1.11	0.00	0.00	40.00	35.00	35.00	4.00
0.00	0.00	1.39	0.00	0.00	50.00	35.00	35.00	5.00
0.00	0.00	1.67	0.00	0.00	60.00	35.00	35.00	6.00
0.00	0.00	1.94	0.00	0.00	70.00	35.00	35.00	7.00
0.00	0.00	2.22	0.00	0.00	80.00	35.00	35.00	8.00
0.00	0.00	2.50	0.00	0.00	90.00	35.00	35.00	9.00
0.00	0.00	2.78	0.00	0.00	100.00	35.00	35.00	10.00
0.00	0.00	3.06	0.00	0.00	110.00	35.00	35.00	11.00
0.00	0.00	3.33	0.00	0.00	120.00	35.00	35.00	12.00
0.00	0.00	3.61	0.00	0.00	130.00	35.00	35.00	13.00
0.00	0.00	3.89	0.00	0.00	140.00	35.00	35.00	14.00
0.00	0.00	4.17	0.00	0.00	150.00	35.00	35.00	15.00
0.00	0.00	4.44	0.00	0.00	160.00	35.00	35.00	16.00
0.00	0.00	4.72	0.00	0.00	170.00	35.00	35.00	17.00
0.00	0.00	5.00	0.00	0.00	180.00	35.00	35.00	18.00
0.00	0.00	5.28	0.00	0.00	190.00	35.00	35.00	19.00
0.00	0.00	5.56	0.00	0.00	200.00	35.00	35.00	20.00
0.00	0.00	5.83	0.00	0.00	210.00	35.00	35.00	21.00
0.00	0.00	6.11	0.00	0.00	220.00	35.00	35.00	22.00
0.00	0.00	6.39	0.00	0.00	230.00	35.00	35.00	23.00
0.00	0.00	6.67	0.00	0.00	240.00	35.00	35.00	24.00
0.00	0.00	6.94	0.00	0.00	250.00	35.00	35.00	25.00
0.00	0.00	7.22	0.00	0.00	260.00	35.00	35.00	26.00
0.00	0.00	7.50	0.00	0.00	270.00	35.00	35.00	27.00
0.00	0.00	7.78	0.00	0.00	280.00	35.00	35.00	28.00
0.00	0.00	8.06	0.00	0.00	290.00	35.00	35.00	29.00
0.00	0.00	8.33	0.00	0.00	300.00	35.00	35.00	30.00
0.00	0.00	8.61	0.00	0.00	310.00	35.00	35.00	31.00
0.00	0.00	8.89	0.00	0.00	320.00	35.00	35.00	32.00
0.00	0.00	9.17	0.00	0.00	330.00	35.00	35.00	33.00
0.00	0.00	9.44	0.00	0.00	340.00	35.00	35.00	34.00
0.00	0.00	9.72	0.00	0.00	350.00	35.00	35.00	35.00
0.00	0.00	0.00	0.00	0.00	0.00	35.00	35.00	35.00
